Respondent_ID,Citizenship,Gender,Study_Country,Institution_Public,Student_Status,Study_Level,Field_of_Study,Learning_Method,Job_Confidence
16537,Slovenia,Female,Austria,Yes,Part-time,Doctoral degree,Arts and Humanities,Blended (Hybrid),Very confident
16538,Slovenia,Female,Chad,Yes,Part-time,Doctoral degree,Social Sciences,Online,Moderately confident
16539,Slovenia,Male,Cyprus,Yes,Part-time,Postgraduate (Master's),Social Sciences,Blended (Hybrid),Slightly confident
16540,Slovenia,Female,Czech Republic,Yes,Full-time,Postgraduate (Master's),Applied Sciences,Blended (Hybrid),Very confident
16542,Slovenia,Female,Germany,Yes,Part-time,Postgraduate (Master's),Applied Sciences,Blended (Hybrid),Moderately confident
16544,Slovenia,Female,Macedonia,No,Full-time,Postgraduate (Master's),Arts and Humanities,Traditional (Classroom),Slightly confident
16545,Slovenia,Female,Slovakia,No,Full-time,Undergraduate (Bachelor's),Social Sciences,Blended (Hybrid),Very confident
16547,Slovenia,Male,Slovenia,Yes,Full-time,Undergraduate (Bachelor's),Natural and Life Sciences,Traditional (Classroom),Very confident
16550,Slovenia,Female,Slovenia,Yes,Full-time,Postgraduate (Master's),Arts and Humanities,Blended (Hybrid),Not at all confident
16551,Slovenia,Female,Slovenia,No,Full-time,Undergraduate (Bachelor's),Natural and Life Sciences,Traditional (Classroom),Very confident
16552,Slovenia,Female,Slovenia,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Blended (Hybrid),Slightly confident
16553,Slovenia,Female,Slovenia,Yes,Full-time,Undergraduate (Bachelor's),Natural and Life Sciences,Traditional (Classroom),Slightly confident
16554,Slovenia,Female,Slovenia,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Blended (Hybrid),Slightly confident
16556,Slovenia,Female,Slovenia,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Moderately confident
16557,Slovenia,Female,Slovenia,Yes,Full-time,Undergraduate (Bachelor's),Natural and Life Sciences,Traditional (Classroom),Very confident
16558,Slovenia,Female,Slovenia,Yes,Full-time,Doctoral degree,Applied Sciences,Blended (Hybrid),Extremely confident
16560,Slovenia,Female,Slovenia,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Moderately confident
16561,Slovenia,Female,Slovenia,No,Part-time,Undergraduate (Bachelor's),Natural and Life Sciences,Traditional (Classroom),Very confident
16562,Slovenia,Female,Slovenia,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Blended (Hybrid),Very confident
16563,Slovenia,Female,Slovenia,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Very confident
16564,Slovenia,Female,Slovenia,Yes,Full-time,Undergraduate (Bachelor's),Natural and Life Sciences,Traditional (Classroom),Slightly confident
16566,Slovenia,Female,Slovenia,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Blended (Hybrid),Moderately confident
16567,Slovenia,Female,Slovenia,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Blended (Hybrid),Moderately confident
16570,Slovenia,Male,Slovenia,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Moderately confident
16572,Slovenia,Male,Slovenia,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Extremely confident
16573,Slovenia,Female,Slovenia,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Very confident
16574,Slovenia,Female,Slovenia,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Blended (Hybrid),Extremely confident
16575,Slovenia,Male,Slovenia,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Extremely confident
16578,Slovenia,Male,Slovenia,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Very confident
16579,Slovenia,Female,Slovenia,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Very confident
16582,Slovenia,Female,Slovenia,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Slightly confident
16586,Slovenia,Female,Slovenia,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Blended (Hybrid),Very confident
16587,Slovenia,Female,Slovenia,Yes,Full-time,Undergraduate (Bachelor's),Natural and Life Sciences,Blended (Hybrid),Moderately confident
16588,Slovenia,Female,Slovenia,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Blended (Hybrid),Slightly confident
16589,Slovenia,Female,Slovenia,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Very confident
16590,Slovenia,Female,Slovenia,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Blended (Hybrid),Slightly confident
16592,Slovenia,Female,Slovenia,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Extremely confident
16595,Slovenia,Female,Slovenia,Yes,Full-time,Postgraduate (Master's),Natural and Life Sciences,Blended (Hybrid),Extremely confident
16596,Slovenia,Female,Slovenia,Yes,Full-time,Undergraduate (Bachelor's),Natural and Life Sciences,Traditional (Classroom),Extremely confident
16597,Slovenia,Male,Slovenia,Yes,Full-time,Undergraduate (Bachelor's),Natural and Life Sciences,Traditional (Classroom),Extremely confident
16598,Slovenia,Female,Slovenia,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Not at all confident
16600,Slovenia,Male,Slovenia,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Moderately confident
16601,Slovenia,Female,Slovenia,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Blended (Hybrid),Moderately confident
16606,Slovenia,Female,Slovenia,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Moderately confident
16607,Slovenia,Female,Slovenia,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Very confident
16609,Slovenia,Female,Slovenia,Yes,Full-time,Undergraduate (Bachelor's),Arts and Humanities,Traditional (Classroom),Not at all confident
16610,Slovenia,Male,Slovenia,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Extremely confident
16611,Slovenia,Male,Slovenia,Yes,Full-time,Undergraduate (Bachelor's),Natural and Life Sciences,Blended (Hybrid),Moderately confident
16612,Slovenia,Male,Slovenia,Yes,Full-time,Undergraduate (Bachelor's),Natural and Life Sciences,Traditional (Classroom),Very confident
16613,Slovenia,Male,Slovenia,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Blended (Hybrid),Moderately confident
16615,Slovenia,Female,Slovenia,Yes,Full-time,Undergraduate (Bachelor's),Natural and Life Sciences,Traditional (Classroom),Very confident
16616,Slovenia,Male,Slovenia,Yes,Full-time,Undergraduate (Bachelor's),Arts and Humanities,Traditional (Classroom),Very confident
16617,Slovenia,Male,Slovenia,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Extremely confident
16619,Slovenia,Female,Slovenia,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Moderately confident
16620,Slovenia,Female,Slovenia,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Moderately confident
16621,Slovenia,Female,Slovenia,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Moderately confident
16622,Slovenia,Female,Slovenia,Yes,Full-time,Undergraduate (Bachelor's),Natural and Life Sciences,Traditional (Classroom),Extremely confident
16623,Slovenia,Male,Slovenia,Yes,Full-time,Postgraduate (Master's),Applied Sciences,Blended (Hybrid),Extremely confident
16624,Slovenia,Female,Slovenia,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Blended (Hybrid),Moderately confident
16626,Slovenia,Female,Slovenia,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Very confident
16627,Slovenia,Female,Slovenia,Yes,Full-time,Postgraduate (Master's),Social Sciences,Blended (Hybrid),Very confident
16629,Slovenia,Female,Slovenia,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Not at all confident
16630,Slovenia,Male,Slovenia,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Blended (Hybrid),Moderately confident
16631,Slovenia,Female,Slovenia,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Very confident
16632,Slovenia,Male,Slovenia,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Moderately confident
16633,Slovenia,Female,Slovenia,Yes,Full-time,Postgraduate (Master's),Natural and Life Sciences,Traditional (Classroom),Very confident
16634,Slovenia,Female,Slovenia,Yes,Full-time,Postgraduate (Master's),Natural and Life Sciences,Traditional (Classroom),Moderately confident
16635,Slovenia,Female,Slovenia,Yes,Full-time,Undergraduate (Bachelor's),Natural and Life Sciences,Blended (Hybrid),Moderately confident
16636,Slovenia,Female,Slovenia,Yes,Full-time,Undergraduate (Bachelor's),Natural and Life Sciences,Traditional (Classroom),Very confident
16637,Slovenia,Male,Slovenia,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Very confident
16638,Slovenia,Female,Slovenia,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Very confident
16639,Slovenia,Female,Slovenia,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Moderately confident
16640,Slovenia,Female,Slovenia,Yes,Full-time,Undergraduate (Bachelor's),Natural and Life Sciences,Blended (Hybrid),Extremely confident
16641,Slovenia,Male,Slovenia,Yes,Full-time,Undergraduate (Bachelor's),Natural and Life Sciences,Traditional (Classroom),Extremely confident
16642,Slovenia,Male,Slovenia,Yes,Full-time,Postgraduate (Master's),Applied Sciences,Traditional (Classroom),Very confident
16643,Slovenia,Male,Slovenia,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Extremely confident
16646,Slovenia,Male,Slovenia,Yes,Full-time,Undergraduate (Bachelor's),Natural and Life Sciences,Traditional (Classroom),Very confident
16647,Slovenia,Female,Slovenia,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Moderately confident
16648,Slovenia,Female,Slovenia,Yes,Full-time,Undergraduate (Bachelor's),Natural and Life Sciences,Traditional (Classroom),Slightly confident
16649,Slovenia,Male,Slovenia,Yes,Full-time,Postgraduate (Master's),Natural and Life Sciences,Blended (Hybrid),Slightly confident
16651,Slovenia,Prefer not to say,Slovenia,Yes,Full-time,Undergraduate (Bachelor's),Natural and Life Sciences,Blended (Hybrid),Moderately confident
16652,Slovenia,Male,Slovenia,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Moderately confident
16653,Slovenia,Female,Slovenia,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Extremely confident
16654,Slovenia,Female,Slovenia,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Online,Very confident
16655,Slovenia,Male,Slovenia,Yes,Full-time,N/A,Applied Sciences,Traditional (Classroom),Moderately confident
16657,Slovenia,Other,Slovenia,Yes,Full-time,Postgraduate (Master's),Arts and Humanities,Blended (Hybrid),Not at all confident
16659,Slovenia,Female,Slovenia,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Very confident
16660,Slovenia,Male,Slovenia,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Extremely confident
16661,Slovenia,Male,Slovenia,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Not at all confident
16663,Slovenia,Male,Slovenia,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Very confident
16664,Slovenia,Male,Slovenia,Yes,Full-time,Postgraduate (Master's),Natural and Life Sciences,Blended (Hybrid),Moderately confident
16665,Slovenia,Female,Slovenia,Yes,N/A,Undergraduate (Bachelor's),Natural and Life Sciences,Traditional (Classroom),Slightly confident
16666,Slovenia,Female,Slovenia,No,Full-time,Undergraduate (Bachelor's),Social Sciences,Blended (Hybrid),Very confident
16667,Slovenia,Female,Slovenia,Yes,Full-time,Undergraduate (Bachelor's),Natural and Life Sciences,Blended (Hybrid),Extremely confident
16671,Slovenia,Male,Slovenia,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Moderately confident
16673,Slovenia,Female,Slovenia,Yes,Full-time,Postgraduate (Master's),Social Sciences,Traditional (Classroom),Very confident
16674,Slovenia,Female,Slovenia,Yes,Full-time,Postgraduate (Master's),Social Sciences,Traditional (Classroom),Very confident
16675,Slovenia,Female,Slovenia,Yes,Part-time,Undergraduate (Bachelor's),Natural and Life Sciences,Blended (Hybrid),Moderately confident
16678,Slovenia,Female,Slovenia,Yes,Full-time,Postgraduate (Master's),Social Sciences,Blended (Hybrid),Moderately confident
16679,Slovenia,Male,Slovenia,Yes,Full-time,Postgraduate (Master's),Social Sciences,Traditional (Classroom),Extremely confident
16680,Slovenia,Female,Slovenia,Yes,Part-time,Postgraduate (Master's),Social Sciences,Traditional (Classroom),Moderately confident
16683,Slovenia,Male,Slovenia,Yes,Full-time,Postgraduate (Master's),Social Sciences,Blended (Hybrid),Extremely confident
16684,Slovenia,Male,Slovenia,Yes,Full-time,Postgraduate (Master's),Social Sciences,Traditional (Classroom),Very confident
16685,Slovenia,Female,Slovenia,Yes,Full-time,Postgraduate (Master's),Social Sciences,Blended (Hybrid),Extremely confident
16687,Slovenia,Female,Slovenia,Yes,Full-time,Postgraduate (Master's),Social Sciences,Online,Moderately confident
16689,Slovenia,Female,Slovenia,Yes,Full-time,Postgraduate (Master's),Social Sciences,Traditional (Classroom),Moderately confident
16690,Slovenia,Female,Slovenia,Yes,Full-time,Postgraduate (Master's),Social Sciences,Traditional (Classroom),Moderately confident
16691,Slovenia,Female,Slovenia,Yes,Full-time,Postgraduate (Master's),Social Sciences,Traditional (Classroom),Moderately confident
16697,Slovenia,Female,Slovenia,Yes,Full-time,Postgraduate (Master's),Social Sciences,Traditional (Classroom),Very confident
16698,Slovenia,Female,Slovenia,Yes,Full-time,Postgraduate (Master's),Social Sciences,Blended (Hybrid),Slightly confident
16699,Slovenia,Female,Slovenia,Yes,Full-time,Postgraduate (Master's),Social Sciences,Blended (Hybrid),Slightly confident
16700,Slovenia,Female,Slovenia,Yes,Full-time,Postgraduate (Master's),Social Sciences,Traditional (Classroom),Moderately confident
16701,Slovenia,Male,Slovenia,Yes,Full-time,Postgraduate (Master's),Social Sciences,Traditional (Classroom),Very confident
16702,Slovenia,Female,Slovenia,Yes,Full-time,Postgraduate (Master's),Social Sciences,Blended (Hybrid),Moderately confident
16703,Slovenia,Female,Slovenia,Yes,Full-time,Postgraduate (Master's),Social Sciences,Traditional (Classroom),Very confident
16705,Slovenia,Male,Slovenia,Yes,Full-time,Postgraduate (Master's),Social Sciences,Online,Extremely confident
16706,Slovenia,Female,Slovenia,Yes,Full-time,Postgraduate (Master's),Social Sciences,Traditional (Classroom),Very confident
16707,Slovenia,Female,Slovenia,Yes,Full-time,Postgraduate (Master's),Social Sciences,Traditional (Classroom),Moderately confident
16708,Slovenia,Female,Slovenia,Yes,Full-time,Postgraduate (Master's),Social Sciences,Traditional (Classroom),Very confident
16709,Slovenia,Female,Slovenia,Yes,Full-time,Postgraduate (Master's),Social Sciences,Traditional (Classroom),Moderately confident
16710,Slovenia,Female,Slovenia,Yes,Full-time,Postgraduate (Master's),Applied Sciences,Blended (Hybrid),Slightly confident
16713,Slovenia,Female,Slovenia,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Very confident
16714,Slovenia,Female,Slovenia,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Online,Very confident
16715,Slovenia,Female,Slovenia,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Slightly confident
16716,Slovenia,Female,Slovenia,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Moderately confident
16719,Slovenia,Female,Slovenia,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Moderately confident
16720,Slovenia,Male,Slovenia,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Blended (Hybrid),Slightly confident
16721,Slovenia,Female,Slovenia,Yes,Full-time,Undergraduate (Bachelor's),N/A,Blended (Hybrid),Moderately confident
16723,Slovenia,Female,Slovenia,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Blended (Hybrid),Moderately confident
16725,Slovenia,Female,Slovenia,Yes,Part-time,Undergraduate (Bachelor's),Social Sciences,Blended (Hybrid),Moderately confident
16727,Slovenia,Female,Slovenia,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Moderately confident
16728,Slovenia,Female,Slovenia,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Blended (Hybrid),Moderately confident
16729,Slovenia,Male,Slovenia,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Very confident
16730,Slovenia,Male,Slovenia,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Blended (Hybrid),Very confident
16731,Slovenia,Male,Slovenia,No,Full-time,Undergraduate (Bachelor's),Social Sciences,Blended (Hybrid),Moderately confident
16733,Slovenia,Female,Slovenia,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Moderately confident
